t_date,cust_id,t_amt,services,products_used,city,state,t_details
02-13-2015,4007560,150.83,Team Sports,Hockey,Long Beach,California,credit
03-02-2015,4004216,43.39,Games,Poker Chips & Sets,Colorado Springs,Colorado,credit
03-17-2015,4003861,108.09,Gymnastics,Gymnastics Bars,Lincoln,Nebraska,credit
06-12-2015,4008104,39.03,Water Sports,Swimming,Austin,Texas,credit
04-23-2015,4003965,44.92,Water Sports,Water Polo,Columbia,South Carolina,credit
09-16-2015,4001658,135.61,Exercise & Fitness,Medicine Balls,Sunnyvale,California,credit
11-25-2015,4007332,124.93,Winter Sports,Luge,Westminster,Colorado,credit
12-27-2015,4004486,6.22,Outdoor Recreation,Skating,El Paso,Texas,credit
03-15-2015,4005974,191.4,Exercise & Fitness,Free Weights,Midland,Texas,credit
09-10-2015,4001116,183.38,Racquet Sports,Squash,New Orleans,Louisiana,credit
05-19-2015,4004932,188.82,Water Sports,Windsurfing,Centennial,Colorado,credit
06-04-2015,4007447,157.84,Indoor Games,Ping Pong,Columbia,Missouri,credit
02-07-2015,4002612,190.54,Games,Bingo Sets,Lexington,Kentucky,credit
03-18-2015,4006645,56.96,Winter Sports,Downhill Skiing,Clarksville,Tennessee,credit
01-06-2015,4003212,72.95,Outdoor Recreation,Hunting,Miami,Florida,credit
01-18-2015,4008343,176.03,Exercise & Fitness,Abdominal Equipment,Montgomery,Alabama,credit
04-04-2015,4002988,42.9,Water Sports,Surfing,Vancouver,Washington,credit
09-15-2015,4000994,130.74,Team Sports,Cheerleading,Los Angeles,California,credit
04-18-2015,4003512,29.13,Gymnastics,Pommel Horses,Fremont,California,credit
10-05-2015,4003104,125.32,Team Sports,Hockey,New Orleans,Louisiana,credit
11-04-2015,4000974,70.12,Exercise & Fitness,Exercise Bands,Clarksville,Tennessee,credit
07-20-2015,4004801,193,Outdoor Recreation,Running,Tampa,Florida,credit
06-17-2015,4005452,67.89,Jumping,Trampoline Accessories,San Diego,California,credit
04-02-2015,4003801,70.13,Water Sports,Bodyboarding,Huntsville,Alabama,credit
10-12-2015,4001466,143.91,Winter Sports,Downhill Skiing,Newark,New Jersey,credit
05-26-2015,4002597,132.78,Combat Sports,Boxing,Austin,Texas,credit
04-18-2015,4000171,58.77,Outdoor Play Equipment,Swing Sets,Houston,Texas,credit
06-22-2015,4007269,157.54,Exercise & Fitness,Abdominal Equipment,Saint Paul,Minnesota,credit
08-08-2015,4002308,17.99,Outdoor Recreation,Skateboarding,Coral Springs,Florida,credit
01-07-2015,4001456,143.61,Exercise & Fitness,Abdominal Equipment,Boston,Massachusetts,credit
01-03-2015,4008913,103.89,Racquet Sports,Badminton,Kansas City,Missouri,credit
12-01-2015,4005315,168.91,Exercise & Fitness,Gym Mats,Brownsville,Texas,credit
06-16-2015,4000312,167.57,Team Sports,Cricket,Orlando,Florida,credit
10-15-2015,4006649,42.72,Water Sports,Bodyboarding,Salem,Oregon,credit
05-16-2015,4009054,127.83,Jumping,Pogo Sticks,Omaha,Nebraska,credit
03-26-2015,4005937,39.69,Exercise & Fitness,Weightlifting Belts,Austin,Texas,cash
01-22-2015,4009047,59.28,Team Sports,Basketball,Minneapolis,Minnesota,credit
12-07-2015,4009151,95.55,Outdoor Recreation,Equestrian,Milwaukee,Wisconsin,credit
11-16-2015,4008426,47.91,Water Sports,Life Jackets,New York,New York,cash
05-31-2015,4003010,131.86,Water Sports,Swimming,Jackson,Mississippi,credit
02-05-2015,4009953,96.8,Team Sports,Team Handball,Jersey City,New Jersey,credit
05-09-2015,4001354,98.76,Outdoor Play Equipment,Sandboxes,Montgomery,Alabama,credit
08-02-2015,4000425,25.61,Racquet Sports,Tennis,Buffalo,New York,cash
04-07-2015,4003880,114.18,Puzzles,Mechanical Puzzles,Columbus,Georgia,credit
02-23-2015,4004003,97.96,Jumping,Pogo Sticks,Atlanta,Georgia,credit
02-11-2015,4009030,80.73,Air Sports,Parachutes,Omaha,Nebraska,credit
10-19-2015,4004139,198.48,Exercise & Fitness,Foam Rollers,Westminster,Colorado,credit
09-19-2015,4009979,109.94,Outdoor Recreation,Shooting Games,Eugene,Oregon,credit
08-05-2015,4007604,198.56,Winter Sports,Snowboarding,Richmond  ,Virginia,credit
10-25-2015,4005345,61.88,Air Sports,Parachutes,Washington,District of Columbia,credit
07-11-2015,4002817,170.73,Exercise & Fitness,Weightlifting Belts,Indianapolis ,Indiana,credit
06-08-2015,4005805,152.45,Exercise & Fitness,Exercise Balls,Fremont,California,credit
07-17-2015,4000712,15.78,Winter Sports,Bobsledding,Tampa,Florida,cash
06-14-2015,4007384,107.34,Winter Sports,Snowmobiling,Austin,Texas,credit
10-11-2015,4009582,11.17,Racquet Sports,Squash,Cleveland,Ohio,cash
04-23-2015,4004473,72.93,Exercise & Fitness,Weightlifting Belts,Houston,Texas,credit
10-28-2015,4009985,80.81,Indoor Games,Ping Pong,Denver  ,Colorado,credit
12-02-2015,4000648,192.66,Winter Sports,Snowshoeing,Plano,Texas,credit
07-15-2015,4006366,133.44,Games,Board Games,Irvine,California,credit
08-13-2015,4004764,90.21,Jumping,Trampolines,Berkeley,California,credit
07-28-2015,4008179,85.21,Outdoor Play Equipment,Swing Sets,Atlanta,Georgia,credit
02-07-2015,4009412,183.31,Water Sports,Towed Water Sports,Overland Park,Kansas,credit
01-23-2015,4000780,86.21,Outdoor Recreation,Geocaching,Plano,Texas,credit
02-04-2015,4003620,181.15,Racquet Sports,Badminton,Newark,New Jersey,credit
10-15-2015,4009078,184.3,Outdoor Recreation,Running,St. Louis  ,Missouri,credit
02-28-2015,4002346,186.08,Racquet Sports,Racquetball,Washington,District of Columbia,credit
10-20-2015,4003700,109.34,Water Sports,Surfing,Pasadena,Texas,credit
08-29-2015,4006171,25.07,Games,Poker Chips & Sets,Columbus,Georgia,cash
06-09-2015,4000055,197.97,Team Sports,Beach Volleyball,Newark,New Jersey,credit
11-07-2015,4005207,80.72,Games,Dice Games,Orange,California,credit
11-27-2015,4002619,81.82,Team Sports,Baseball,Salt Lake City,Utah,credit
05-01-2015,4009155,14.52,Outdoor Recreation,Skating,Detroit,Michigan,cash
06-13-2015,4006400,140.45,Outdoor Recreation,Cycling,Green Bay,Wisconsin,credit
10-02-2015,4000843,32.14,Combat Sports,Boxing,Hampton  ,Virginia,cash
07-28-2015,4008370,178.08,Winter Sports,Snowmobiling,Overland Park,Kansas,credit
08-03-2015,4007672,43.88,Indoor Games,Darts,Boston,Massachusetts,cash
11-07-2015,4003209,164.65,Air Sports,Parachutes,Columbia,South Carolina,credit
07-30-2015,4003474,103.04,Dancing,Ballet Bars,Hampton  ,Virginia,credit
03-02-2015,4003668,86.13,Outdoor Recreation,Running,McKinney,Texas,credit
10-04-2015,4008552,176.02,Outdoor Play Equipment,Slides,Durham,North Carolina,credit
01-02-2015,4005066,175.05,Racquet Sports,Tennis,Charlotte,North Carolina,credit
05-22-2015,4001701,188.93,Winter Sports,Cross-Country Skiing,Atlanta,Georgia,credit
02-01-2015,4003449,28.84,Winter Sports,Downhill Skiing,Tampa,Florida,cash
10-07-2015,4008352,106.09,Games,Portable Electronic Games,Lexington,Kentucky,credit
06-16-2015,4002725,74.63,Exercise & Fitness,Foam Rollers,Kansas City,Kansas,credit
12-16-2015,4008261,71.5,Team Sports,Soccer,Indianapolis ,Indiana,credit
09-30-2015,4001761,158.98,Outdoor Recreation,Geocaching,Oklahoma City,Oklahoma,credit
05-23-2015,4002004,84.94,Games,Portable Electronic Games,Richmond  ,Virginia,credit
08-09-2015,4001048,86.4,Jumping,Pogo Sticks,Austin,Texas,credit
07-03-2015,4005175,63.27,Indoor Games,Air Hockey,Minneapolis,Minnesota,credit
01-02-2015,4000819,128.43,Games,Mahjong,Coral Springs,Florida,credit
03-28-2015,4005599,63.09,Team Sports,Cricket,Lowell,Massachusetts,credit
08-21-2015,4003715,144.27,Exercise & Fitness,Exercise Bands,Houston,Texas,credit
10-28-2015,4006808,34.88,Dancing,Ballet Bars,Honolulu  ,Hawaii,cash
07-07-2015,4008290,18.67,Puzzles,Jigsaw Puzzles,Baltimore,Maryland,credit
09-03-2015,4009598,59.48,Outdoor Recreation,Tetherball,Cleveland,Ohio,credit
09-24-2015,4005852,125.09,Outdoor Recreation,Disc Golf,Montgomery,Alabama,credit
02-07-2015,4001912,83.15,Outdoor Recreation,Hunting,Durham,North Carolina,credit
05-15-2015,4004704,91.5,Water Sports,Boating,Los Angeles,California,credit
06-13-2015,4001404,137.22,Jumping,Trampolines,Durham,North Carolina,credit
08-05-2015,4008925,114.88,Outdoor Recreation,Riding Scooters,Houston,Texas,credit
10-11-2015,4002318,16.4,Gymnastics,Gymnastics Protective Gear,Lowell,Massachusetts,credit
03-02-2015,4001828,117.75,Racquet Sports,Tennis,San Diego,California,credit
12-16-2015,4001766,41.59,Racquet Sports,Tennis,Columbia,Missouri,credit
09-24-2015,4008768,156.74,Exercise & Fitness,Weight Benches,St. Petersburg,Florida,credit
05-31-2015,4006152,19.55,Gymnastics,Vaulting Horses,Denver  ,Colorado,credit
06-12-2015,4007708,6.18,Gymnastics,Springboards,Springfield,Illinois,credit
01-13-2015,4006681,88.05,Exercise & Fitness,Cardio Machine Accessories,Lowell,Massachusetts,credit
10-09-2015,4005707,66.3,Water Sports,Whitewater Rafting,Vancouver,Washington,credit
01-01-2015,4007314,59.78,Exercise & Fitness,Free Weights,Rockford,Illinois,credit
02-15-2015,4008551,135.21,Racquet Sports,Squash,Saint Paul,Minnesota,credit
07-15-2015,4009636,41.15,Games,Bingo Sets,New Orleans,Louisiana,credit
04-03-2015,4005819,167.25,Outdoor Recreation,Tetherball,Oakland,California,credit
11-16-2015,4005788,109.41,Puzzles,Jigsaw Puzzles,Long Beach,California,credit
12-05-2015,4003155,182.1,Team Sports,Soccer,Des Moines,Iowa,credit
06-08-2015,4002329,21.99,Outdoor Recreation,Skating,Portland,Oregon,credit
01-21-2015,4002113,74.84,Outdoor Recreation,Tetherball,Los Angeles,California,credit
05-16-2015,4002622,130.33,Exercise & Fitness,Weightlifting Gloves,Salt Lake City,Utah,credit
07-24-2015,4004888,126.75,Outdoor Recreation,Cycling,Madison,Wisconsin,credit
08-15-2015,4002232,14.87,Racquet Sports,Racquetball,Portland,Oregon,credit
07-27-2015,4004799,149.34,Games,Dice Games,New York,New York,credit
04-01-2015,4009428,74.9,Exercise & Fitness,Medicine Balls,San Jose,California,credit
05-20-2015,4000743,101.51,Exercise & Fitness,Gym Mats,Durham,North Carolina,credit
06-19-2015,4008555,195.36,Games,Mahjong,Montgomery,Alabama,credit
04-07-2015,4000800,93.9,Water Sports,Whitewater Rafting,Kansas City,Kansas,credit
04-23-2015,4004986,60.91,Water Sports,Kitesurfing,Atlanta,Georgia,credit
12-24-2015,4006153,67.98,Team Sports,Baseball,New Orleans,Louisiana,credit
01-25-2015,4004792,64.41,Exercise & Fitness,Exercise Balls,Orange,California,credit
01-02-2015,4000001,187.55,Outdoor Recreation,Riding Scooters,Brownsville,Texas,credit
10-28-2015,4006743,153.06,Air Sports,Parachutes,Columbus,Georgia,credit
11-24-2015,4007560,133.19,Winter Sports,Luge,Honolulu  ,Hawaii,credit
02-16-2015,4004570,134.6,Exercise & Fitness,Abdominal Equipment,Milwaukee,Wisconsin,credit
11-25-2015,4006678,118.72,Exercise & Fitness,Gym Mats,West Valley City,Utah,credit
12-18-2015,4009262,170.99,Jumping,Trampolines,Orange,California,credit
01-24-2015,4003084,9.7,Outdoor Recreation,Equestrian,Durham,North Carolina,credit
09-14-2015,4003369,131.74,Water Sports,Scuba Diving & Snorkeling,Honolulu  ,Hawaii,credit
12-28-2015,4002568,47.97,Outdoor Recreation,Disc Golf,Orange,California,cash
02-05-2015,4004691,108.58,Games,Dice & Dice Sets,Louisville,Kentucky,credit
05-08-2015,4004245,62.17,Water Sports,Bodyboarding,Philadelphia,Pennsylvania,credit
04-24-2015,4004251,176.01,Team Sports,Hockey,Omaha,Nebraska,credit
03-16-2015,4002258,160.9,Puzzles,Jigsaw Puzzles,Columbus,Ohio,credit
09-01-2015,4004371,116.07,Team Sports,Beach Volleyball,Charlotte,North Carolina,credit
09-03-2015,4003786,187.7,Exercise & Fitness,Weightlifting Gloves,Bellevue,Washington,credit
07-30-2015,4007531,173.69,Outdoor Recreation,Motorsports,Charleston,South Carolina,credit
06-24-2015,4007473,162.25,Exercise & Fitness,Exercise Balls,Minneapolis,Minnesota,credit
04-11-2015,4004241,51.38,Gymnastics,Vaulting Horses,Santa Ana,California,credit
09-17-2015,4002963,42.45,Outdoor Recreation,Tetherball,Indianapolis ,Indiana,cash
02-21-2015,4001963,191.42,Gymnastics,Gymnastics Bars,Scottsdale,Arizona,credit
11-16-2015,4008680,191.73,Team Sports,Basketball,Chicago,Illinois,credit
10-14-2015,4009912,8.37,Exercise & Fitness,Medicine Balls,Orange,California,cash
03-21-2015,4008824,88.57,Water Sports,Life Jackets,Nashville  ,Tennessee,credit
06-16-2015,4001640,91.16,Outdoor Play Equipment,Slides,Rockford,Illinois,credit
08-26-2015,4008113,94.73,Winter Sports,Downhill Skiing,Sunnyvale,California,credit
07-23-2015,4008971,104.1,Games,Mahjong,Cambridge,Massachusetts,credit
04-19-2015,4008648,73.45,Games,Mahjong,Lowell,Massachusetts,credit
02-07-2015,4009597,64.67,Exercise & Fitness,Free Weight Bars,Rockford,Illinois,credit
02-24-2015,4001536,67.32,Games,Dice & Dice Sets,Santa Ana,California,credit
05-09-2015,4003288,98.5,Winter Sports,Cross-Country Skiing,Hampton  ,Virginia,credit
10-11-2015,4006242,6.6,Games,Dice Games,Saint Paul,Minnesota,cash
05-23-2015,4008837,102.51,Winter Sports,Snowboarding,West Valley City,Utah,credit
04-06-2015,4000757,184.87,Team Sports,Softball,Chattanooga,Tennessee,credit
01-22-2015,4006370,108.71,Outdoor Recreation,Camping & Backpacking & Hiking,Pasadena,California,credit
12-19-2015,4009933,194.65,Indoor Games,Air Hockey,Eugene,Oregon,credit
04-13-2015,4001566,97.58,Exercise & Fitness,Weightlifting Machine Accessories,Houston,Texas,credit
12-17-2015,4005490,82.36,Team Sports,Cheerleading,Flint,Michigan,credit
02-26-2015,4007506,36.42,Winter Sports,Snowshoeing,Lowell,Massachusetts,cash
09-13-2015,4003928,95.74,Jumping,Pogo Sticks,Jackson,Mississippi,credit
04-07-2015,4005359,154.1,Indoor Games,Bowling,Saint Paul,Minnesota,credit
12-27-2015,4007193,16.09,Exercise & Fitness,Free Weights,Green Bay,Wisconsin,cash
10-02-2015,4004697,24.96,Outdoor Recreation,Fishing,Lowell,Massachusetts,cash
07-26-2015,4008498,131.66,Winter Sports,Snowshoeing,Lexington,Kentucky,credit
03-30-2015,4006210,158.01,Combat Sports,Wrestling,Gresham,Oregon,credit
06-20-2015,4003071,117.77,Water Sports,Scuba Diving & Snorkeling,Gilbert,Arizona,credit
02-19-2015,4008628,143.95,Exercise & Fitness,Weightlifting Belts,Montgomery,Alabama,credit
07-17-2015,4002340,159.13,Outdoor Recreation,Deck Shuffleboard,Midland,Texas,credit
07-01-2015,4006611,129.84,Exercise & Fitness,Medicine Balls,Indianapolis ,Indiana,credit
08-15-2015,4002794,85.78,Winter Sports,Bobsledding,St. Petersburg,Florida,credit
11-24-2015,4005513,162.13,Outdoor Recreation,Lawn Games,Brownsville,Texas,credit
03-08-2015,4002672,100.91,Gymnastics,Vaulting Horses,Philadelphia,Pennsylvania,credit
06-17-2015,4006037,136.19,Outdoor Recreation,Geocaching,Anaheim,California,credit
02-18-2015,4006070,76.53,Outdoor Recreation,Deck Shuffleboard,Scottsdale,Arizona,credit
04-16-2015,4008217,159.73,Winter Sports,Cross-Country Skiing,Flint,Michigan,credit
07-30-2015,4009997,152.73,Exercise & Fitness,Foam Rollers,Denton,Texas,credit
06-08-2015,4003327,135.55,Outdoor Recreation,Running,San Jose,California,credit
01-12-2015,4000467,35.25,Team Sports,Baseball,San Diego,California,cash
09-25-2015,4005834,44.58,Outdoor Play Equipment,Lawn Water Slides,Stamford,Connecticut,cash
01-09-2015,4007046,43.42,Exercise & Fitness,Weightlifting Machines,San Diego,California,cash
04-24-2015,4007691,34.25,Team Sports,Field Hockey,Las Vegas,Nevada,cash
02-17-2015,4003911,60.67,Exercise & Fitness,Exercise Bands,San Jose,California,credit
05-31-2015,4004963,131.23,Outdoor Recreation,Running,Vancouver,Washington,credit
04-19-2015,4009985,63.04,Games,Poker Chips & Sets,Lincoln,Nebraska,credit
01-22-2015,4006129,182.14,Water Sports,Life Jackets,Seattle,Washington,credit
03-04-2015,4003882,106.65,Winter Sports,Downhill Skiing,Milwaukee,Wisconsin,credit
06-13-2015,4007560,24.94,Gymnastics,Vaulting Horses,Baltimore,Maryland,cash
12-03-2015,4004693,67.53,Gymnastics,Gymnastics Protective Gear,Kansas City,Kansas,credit
01-05-2015,4009118,12.76,Gymnastics,Balance Beams,Stamford,Connecticut,credit
10-25-2015,4000569,156.05,Indoor Games,Darts,West Valley City,Utah,credit
05-19-2015,4007046,182.37,Outdoor Recreation,Fishing,Omaha,Nebraska,credit
07-15-2015,4004939,12.96,Gymnastics,Gymnastics Mats,Seattle,Washington,credit
01-08-2015,4009757,6.08,Team Sports,Field Hockey,Westminster,Colorado,credit
07-29-2015,4006713,63.2,Gymnastics,Gymnastics Protective Gear,Salt Lake City,Utah,credit
09-25-2015,4007886,57.85,Team Sports,Softball,Stamford,Connecticut,credit
11-04-2015,4008090,53.44,Combat Sports,Fencing,Denton,Texas,credit
01-19-2015,4009870,181.72,Team Sports,Beach Volleyball,Santa Ana,California,credit
06-19-2015,4009850,130.42,Indoor Games,Billiards,Springfield,Illinois,credit
10-28-2015,4006948,28.79,Gymnastics,Gymnastics Bars,Louisville,Kentucky,credit
03-10-2015,4003432,133.23,Winter Sports,Snowmobiling,Birmingham,Alabama,credit
03-13-2015,4001761,8.73,Team Sports,Team Handball,Baltimore,Maryland,credit
02-21-2015,4009851,192.44,Dancing,Ballet Bars,Hampton  ,Virginia,credit
05-24-2015,4009367,40.73,Indoor Games,Bowling,Kansas City,Kansas,credit
11-07-2015,4004226,127.02,Exercise & Fitness,Cardio Machine Accessories,Houston,Texas,credit
12-14-2015,4005058,167.21,Games,Portable Electronic Games,Chicago,Illinois,credit
07-27-2015,4006755,178.98,Outdoor Recreation,Tetherball,St. Petersburg,Florida,credit
05-18-2015,4004756,136.68,Air Sports,Parachutes,Gresham,Oregon,credit
09-05-2015,4000561,176.06,Outdoor Recreation,Fishing,Paterson,New Jersey,credit
03-12-2015,4006788,55.32,Outdoor Play Equipment,Swing Sets,Vancouver,Washington,credit
02-22-2015,4008044,91.02,Gymnastics,Gymnastics Mats,Brownsville,Texas,credit
10-18-2015,4001190,131.96,Combat Sports,Fencing,Anaheim,California,credit
06-08-2015,4006290,53.2,Games,Mahjong,Huntsville,Alabama,credit
07-04-2015,4007889,93.75,Outdoor Recreation,Track & Field,Tampa,Florida,credit
05-15-2015,4009928,195.26,Air Sports,Parachutes,Lowell,Massachusetts,credit
11-06-2015,4007081,34.99,Outdoor Play Equipment,Slides,Phoenix,Arizona,credit
08-16-2015,4003539,65.88,Games,Mahjong,Charleston,South Carolina,credit
07-29-2015,4003813,137.87,Exercise & Fitness,Abdominal Equipment,Buffalo,New York,credit
09-19-2015,4007397,143.44,Winter Sports,Snowmobiling,Springfield,Illinois,credit
03-19-2015,4007217,90.34,Outdoor Recreation,Camping & Backpacking & Hiking,Phoenix,Arizona,credit
02-28-2015,4004512,133.82,Water Sports,Bodyboarding,Boston,Massachusetts,credit
09-01-2015,4008949,186.01,Winter Sports,Snowboarding,Sacramento,California,credit
06-11-2015,4002862,164.3,Outdoor Recreation,Hunting,El Paso,Texas,credit
01-09-2015,4002626,64.27,Team Sports,Rugby,Jackson,Mississippi,credit
04-28-2015,4008025,96.21,Games,Mahjong,Richmond  ,Virginia,credit
09-03-2015,4006818,130.07,Outdoor Play Equipment,Sandboxes,Brownsville,Texas,credit
05-02-2015,4006137,125.85,Gymnastics,Gymnastics Mats,Orlando,Florida,credit
04-04-2015,4008635,43.89,Games,Poker Chips & Sets,Salem,Oregon,credit
01-01-2015,4004012,198,Gymnastics,Gymnastics Bars,Bellevue,Washington,credit
11-17-2015,4007679,142.45,Racquet Sports,Badminton,Philadelphia,Pennsylvania,credit
06-22-2015,4006603,33.19,Outdoor Play Equipment,Sandboxes,Kansas City,Kansas,cash
11-25-2015,4001105,24.37,Jumping,Bungee Jumping,Austin,Texas,cash
01-18-2015,4000921,115.35,Outdoor Recreation,Tetherball,Oklahoma City,Oklahoma,credit
04-21-2015,4001031,6.17,Combat Sports,Fencing,Birmingham,Alabama,cash
12-17-2015,4005772,139.6,Combat Sports,Fencing,Cleveland,Ohio,credit
01-06-2015,4009648,74.24,Jumping,Jumping Stilts,Columbus,Georgia,credit
11-20-2015,4001944,147.12,Water Sports,Towed Water Sports,Madison,Wisconsin,credit
07-03-2015,4004962,67,Outdoor Recreation,Geocaching,Rockford,Illinois,credit
07-28-2015,4000183,193.52,Combat Sports,Boxing,Omaha,Nebraska,credit
08-18-2015,4000438,126.96,Team Sports,Lacrosse,Newark,New Jersey,credit
04-19-2015,4003463,17.03,Water Sports,Surfing,Kansas City,Kansas,cash
09-17-2015,4005179,189.3,Jumping,Pogo Sticks,Lexington,Kentucky,credit
12-11-2015,4008703,158.22,Team Sports,Football,Scottsdale,Arizona,credit
07-30-2015,4000986,147.13,Gymnastics,Vaulting Horses,Columbus,Ohio,credit
04-03-2015,4003818,105.06,Team Sports,Soccer,Pittsburgh,Pennsylvania,credit
07-09-2015,4008656,113.89,Combat Sports,Wrestling,Everett,Washington,credit
10-05-2015,4008802,53.52,Team Sports,Football,Brownsville,Texas,credit
05-30-2015,4008767,152.49,Team Sports,Soccer,Midland,Texas,credit
06-03-2015,4005687,196.48,Winter Sports,Bobsledding,Dayton,Ohio,credit
08-12-2015,4007677,183.68,Games,Dice & Dice Sets,Dayton,Ohio,credit
10-23-2015,4000649,175.09,Outdoor Recreation,Ice Climbing,Salt Lake City,Utah,credit
01-09-2015,4001413,17.93,Air Sports,Hang Gliding,Vancouver,Washington,cash
08-27-2015,4006108,28.43,Outdoor Recreation,Hunting,Columbia,Missouri,cash
10-24-2015,4008756,144.28,Gymnastics,Gymnastics Rings,Chattanooga,Tennessee,credit
06-21-2015,4003596,26.54,Water Sports,Water Tubing,New York,New York,cash
02-05-2015,4007318,169.97,Exercise & Fitness,Free Weights,Long Beach,California,credit
04-20-2015,4002769,95.53,Puzzles,Mechanical Puzzles,St. Louis  ,Missouri,credit
02-12-2015,4003409,128.78,Racquet Sports,Tennis,Huntsville,Alabama,credit
06-24-2015,4008459,62.97,Outdoor Play Equipment,Swing Sets,Paterson,New Jersey,credit
02-03-2015,4002021,155.04,Indoor Games,Billiards,Stamford,Connecticut,credit
10-07-2015,4006494,44.84,Jumping,Trampoline Accessories,Sacramento,California,cash
08-10-2015,4005475,157.15,Exercise & Fitness,Weight Benches,Irvine,California,credit
03-04-2015,4009307,26.53,Dancing,Ballet Bars,Lexington,Kentucky,cash
05-20-2015,4005866,181.87,Exercise & Fitness,Medicine Balls,Phoenix,Arizona,credit
01-12-2015,4008968,29.55,Team Sports,Team Handball,Austin,Texas,cash
11-13-2015,4003288,17.3,Exercise & Fitness,Stopwatches,Irving,Texas,cash
09-01-2015,4008697,60.1,Winter Sports,Snowmobiling,Springfield,Illinois,credit
02-21-2015,4005670,92.71,Indoor Games,Table Shuffleboard,Memphis,Tennessee,credit
04-09-2015,4007690,106.29,Jumping,Pogo Sticks,Honolulu  ,Hawaii,credit
11-29-2015,4003200,160.8,Outdoor Recreation,Cycling,Oklahoma City,Oklahoma,credit
07-09-2015,4001808,89.43,Water Sports,Windsurfing,El Paso,Texas,credit
08-25-2015,4004377,199.92,Gymnastics,Gymnastics Protective Gear,Orange,California,credit
09-29-2015,4000858,32.56,Team Sports,Beach Volleyball,Stamford,Connecticut,cash
10-29-2015,4007208,142.62,Indoor Games,Darts,Chattanooga,Tennessee,credit
06-07-2015,4000714,116.5,Outdoor Play Equipment,Swing Sets,Flint,Michigan,credit
01-17-2015,4006313,33.49,Air Sports,Air Suits,Anaheim,California,cash
06-26-2015,4006627,128.49,Team Sports,Softball,Miami,Florida,credit
01-09-2015,4005845,149.78,Exercise & Fitness,Cardio Machine Accessories,Minneapolis,Minnesota,credit
08-10-2015,4003197,13.71,Games,Board Games,Clarksville,Tennessee,cash
12-19-2015,4005710,161.52,Water Sports,Surfing,Cleveland,Ohio,credit
01-13-2015,4007956,35.6,Water Sports,Water Polo,San Antonio,Texas,cash
05-05-2015,4006035,149.93,Outdoor Recreation,Disc Golf,Cleveland,Ohio,credit
01-29-2015,4007552,87.81,Water Sports,Wetsuits,Rockford,Illinois,credit
02-27-2015,4002922,64.48,Games,Dominoes,Long Beach,California,credit
09-28-2015,4001236,80.58,Indoor Games,Air Hockey,Orange,California,credit
06-15-2015,4006193,121.08,Outdoor Recreation,Hunting,Portland,Oregon,credit
03-08-2015,4008388,31.54,Outdoor Recreation,Lawn Games,Hartford,Connecticut,cash
10-28-2015,4006714,120.23,Outdoor Recreation,Tetherball,Alexandria  ,Virginia,credit
08-18-2015,4006220,87.36,Team Sports,Indoor Volleyball,Pasadena,Texas,credit
07-23-2015,4006603,159.39,Exercise & Fitness,Abdominal Equipment,Pittsburgh,Pennsylvania,credit
12-21-2015,4002400,82.69,Games,Card Games,St. Petersburg,Florida,credit
07-20-2015,4001496,175.11,Outdoor Recreation,Lawn Games,Sacramento,California,credit
11-09-2015,4001109,123.52,Outdoor Play Equipment,Sandboxes,Philadelphia,Pennsylvania,credit
11-10-2015,4003914,112.11,Outdoor Play Equipment,Water Tables,Plano,Texas,credit
12-15-2015,4000816,86.14,Exercise & Fitness,Jump Ropes,Columbus,Georgia,credit
07-01-2015,4008888,22.47,Outdoor Recreation,Motorsports,Paterson,New Jersey,credit
04-09-2015,4002294,154.55,Exercise & Fitness,Gym Mats,Alexandria  ,Virginia,credit
04-25-2015,4009088,67.89,Gymnastics,Balance Beams,Flint,Michigan,credit
12-17-2015,4002582,123.7,Outdoor Play Equipment,Outdoor Playsets,Oakland,California,credit
01-19-2015,4006490,22.93,Racquet Sports,Tennis,El Paso,Texas,credit
03-11-2015,4000510,164.12,Dancing,Ballet Bars,Fremont,California,credit
10-03-2015,4006622,96.52,Exercise & Fitness,Exercise Balls,Gresham,Oregon,credit
05-26-2015,4002690,19.51,Exercise & Fitness,Foam Rollers,Long Beach,California,credit
03-21-2015,4007853,186.28,Winter Sports,Luge,Eugene,Oregon,credit
12-09-2015,4006591,63.6,Racquet Sports,Squash,Pasadena,Texas,credit
12-22-2015,4001806,10.24,Gymnastics,Pommel Horses,Oakland,California,credit
05-24-2015,4000274,85.09,Outdoor Recreation,Hunting,Green Bay,Wisconsin,credit
11-19-2015,4006362,172.83,Gymnastics,Gymnastics Protective Gear,Charleston,South Carolina,credit
02-22-2015,4002823,190.57,Outdoor Play Equipment,Outdoor Playsets,Louisville,Kentucky,credit
03-03-2015,4007293,13.01,Exercise & Fitness,Free Weights,Philadelphia,Pennsylvania,credit
07-13-2015,4003809,98.43,Team Sports,Baseball,Des Moines,Iowa,credit
07-09-2015,4002268,136.98,Water Sports,Bodyboarding,Rockford,Illinois,credit
11-15-2015,4004719,193.58,Dancing,Ballet Bars,Miami,Florida,credit
12-20-2015,4004780,134.06,Winter Sports,Luge,New York,New York,credit
12-18-2015,4009332,139.96,Outdoor Recreation,Skateboarding,Fremont,California,credit
11-25-2015,4009188,148.68,Outdoor Recreation,Camping & Backpacking & Hiking,Colorado Springs,Colorado,credit
02-20-2015,4004430,73.86,Outdoor Recreation,Track & Field,Phoenix,Arizona,credit
